Timestamp,Column 24,Column 25,Age,Gender,Do you listen to groove/funk/slowed-reverb music?,Where did you discover this music?,How many times do you replay the same groove music?,"After listening to groove music, how do you feel?",Have you ever imagined yourself as:,Do groove edits increase your confidence temporarily?,Have you ever searched the original song after seeing a short edit?,Do you sometimes feel an urge to replay the music again?,Do these songs stay in your head after stopping?,Do groove songs help you work or study?,Do they sometimes distract you from work?,Why do you think groove/funk music is popular?,Describe your personal experience with groove/funk music.,"  After watching one groove edit, does YouTube/Instagram recommend similar videos?  ",  Have you discovered new songs because of recommendations?  ,  Do recommendations make you watch more groove content than planned?  ,  Which platform recommends groove content most frequently?  ,  Do recommendation algorithms influence your music choices?  ,Column 16,Column 1
2026-08-02T03:28:38Z,Anonymous,Qualified,30,Prefer not to say,Rarely,TikTok,3â€“5 times,More motivated,Future,Neutral,Yes,Often,Often,Neutral,Sometimes,"Because it makes you move. The rhythm is infectious â€“ that heavy bass, tight drums, and syncopated guitars just hit differently. It's music for the body, not just the ears. Plus, funk has been sampled and referenced so heavily in hip-hop, pop, and dance music that it never really disappeared. It just keeps reinventing itself. And honestly, when a groove locks in, it feels like pure joy.","As a grad student, my life is mostly reading, writing, and staring at screens. Funk/groove music has been my goâ€‘to when I need to break out of that mental fog. I remember the first time I really felt it â€“ it was a late night in the lab, I was stuck on a data analysis, and a friend put on some James Brown. That bassline hit, and suddenly my shoulders started moving, my head started nodding.",Sometimes,Yes,Sometimes,TikTok,Strongly Agree,,
2026-08-01T22:55:45Z,Anonymous,Qualified,23,Female,Rarely,TikTok,1â€“2 times,More energetic,Celebrity,Neutral,Yes,Sometimes,Sometimes,Agree,Sometimes,its very good,i dont listen to it very much,Sometimes,No,Rarely,TikTok,Neutral,,
2026-08-01T21:20:05Z,Anonymous,Qualified,24,Female,Weekly,YouTube Shorts,1â€“2 times,More energetic,Never,Agree,Yes,Sometimes,Sometimes,Disagree,Rarely,it has more energy when doing household work or just gaming,i heard some of them from youtube and searched it up to find the source to listen it again . so pretty muvh attention grabbing,Always,Yes,Sometimes,YouTube,Agree,,
2026-08-01T18:40:40Z,Anonymous,Qualified,44,Female,Daily,YouTube Shorts,1â€“2 times,More energetic,Athlete,Strongly agree,Yes,Often,Often,Strongly agree,Rarely,It has a energetic and grounding quality if it's not too fast.,I worked as a professional saxophonist and used to play in this genre.,Often,Yes,Often,Instagram,Agree,,
2026-08-01T18:33:16Z,Anonymous,Qualified,28,Male,Rarely,other,1â€“2 times,No change,Celebrity,Agree,Yes,Often,Sometimes,Neutral,Rarely,"It is nice to listen to and can appeal to a lot of people, it's more chill than other genres like hip hop","I don't have much experience with it, I'll sometimes here it in a playlist on Spotify but I'm never seeking it out",Often,Yes,Rarely,Other,Agree,,
2026-08-01T18:18:08Z,Anonymous,Qualified,32,Male,Never,other,1â€“2 times,No change,Successful entrepreneur,Neutral,No,Never,Sometimes,Neutral,Never,Because they are catchy,I have never heard groove but I sort of like funk music,Often,No,Never,Other,Neutral,,
2026-08-01T15:56:57Z,,Qualified,18,Female,Rarely,TikTok,3â€“5 times,More energetic,Leader,Neutral,Yes,Often,Often,Disagree,Often,Everybody enjoys it.,I like watching it in edits.,Sometimes,Yes,Sometimes,TikTok,Strongly Agree,,
2026-08-01T12:00:15Z,,Qualified,26,Female,Weekly,YouTube Shorts,3â€“5 times,More energetic,Celebrity,Agree,Yes,Often,Sometimes,Strongly agree,Sometimes,it appeals to a wider audience who previously did not think it would appeal to them,a friend recommended me some songs and the rest is history,Often,Yes,Often,Instagram,Strongly Agree,,
2026-08-14T06:20:32Z,Anonymous,Qualified,20,Female,Weekly,other,1–2 times,More energetic,Celebrity,Strongly agree,Yes,Often,Often,Agree,Rarely,It makes us happy and we also get to enjoy it while relaxing,Good,Sometimes,Yes,Rarely,Other,Agree,,
2026-08-08T12:16:21Z,Anonymous,Qualified,23,Female,Rarely,TikTok,1–2 times,More energetic,Never,Agree,Yes,Often,Often,Strongly agree,Rarely,rhythm sounds good,usually on tiktok edits,Always,Yes,Often,TikTok,Strongly Agree,,
2026-08-06T07:23:03Z,Anonymous,Qualified,45,Female,Rarely,other,3–5 times,More motivated,Leader,Agree,Maybe,Sometimes,Sometimes,Agree,Rarely,"It's catchy, feel-good, and easy to vibe with — the rhythm is uplifting and works well for background music, workouts, or relaxing.","I find it uplifting and easy to listen to — it puts me in a good mood, whether I'm working, driving, or just chilling at home.",Always,No,Sometimes,Instagram,Neutral,,
2026-08-05T18:53:38Z,Anonymous,Qualified,21,Male,Weekly,YouTube Shorts,3–5 times,Less motivated,Leader,Strongly agree,Maybe,Often,Rarely,Strongly agree,Never,yes,really good,Often,No,Often,Instagram,Strongly Agree,,
2026-08-05T09:19:05Z,Anonymous,Qualified,27,Male,Rarely,other,1–2 times,No change,Future,Neutral,Yes,Rarely,Rarely,Disagree,Often,"I think it's a fundamental rhythm and tendency that it appeals to. It's a more ""primal"" or more ""focused"" human experience. Harsh, slow, but at the same time sexual?",I have been listening to funk since 2010 on and off after being in contact with some brazilians through the online gaming community,Sometimes,Yes,Rarely,YouTube,Agree,,
2026-08-05T05:53:03Z,Anonymous,Qualified,28,Prefer not to say,Daily,YouTube Shorts,3–5 times,More motivated,Leader,Strongly agree,Yes,Often,Often,Agree,Sometimes,"Groove music is so popular because it acts as the perfect background score for your own personal movie. It makes my regular mornings feel entirely magical. It makes simple things, like putting on makeup, feel fun and exciting. It gives you confidence and makes you feel like you are in control of your own life.","Groove music makes me feel like I am the main character in my own life. I put on my favourite songs while getting ready, and even simple things feel special. When groove music is playing, I walk with more confidence. A simple walk to the café feels like I'm on a fashion runway. Sometimes I dance around my room while my favourite groove song plays. It always makes me feel happier. With groove music, even buying flowers, reading a book, or walking in the rain feels like a beautiful memory. So I think about the part of a song where the music slowly gets louder and stronger. It feels exciting, like waiting for something amazing to happen.It helps me romanticise my life, feel pretty and get more confident.",Often,Yes,Often,Instagram,Strongly Agree,,
2026-08-02T22:37:56Z,Anonymous,Qualified,33,Prefer not to say,Rarely,other,3–5 times,More energetic,Successful entrepreneur,Neutral,Yes,Sometimes,Sometimes,Neutral,Sometimes,"I think groove music is popular because it has a strong, steady rhythm that's easy to move to and enjoyable to listen to. It creates a feel-good energy that appeals to a wide range of people, whether they're dancing, working out, or just relaxing.","I listen to a lot of music, and I've noticed that if a song has a groovy or funky rhythm and sounds good, I'm likely to enjoy it.",Sometimes,Yes,Sometimes,TikTok,Neutral,,
2026-08-26T10:18:37Z,Anonymous,Qualified,35,Female,Rarely,other,1–2 times,More energetic,Leader,Neutral,Maybe,Sometimes,Sometimes,Neutral,Sometimes,The rhythm,It sometimes comes up on the radio or festivals.,Sometimes,Yes,Sometimes,Other,Neutral,,
2026-08-19T19:47:25Z,Anonymous,Qualified,24,Female,Weekly,TikTok,3–5 times,More motivated,Future,Strongly agree,Yes,Often,Often,Neutral,Rarely,iut is calming,i enjoy heareing it in the background calms me down,Always,Yes,Often,TikTok,Agree,,
2026-08-17T12:53:37Z,Anonymous,Qualified,29,Female,Rarely,TikTok,1–2 times,No change,Leader,Agree,No,Sometimes,Often,Strongly agree,Sometimes,I don't a bout that,I just enjoy it,Often,Yes,Rarely,Instagram,Agree,,
2026-08-17T07:54:21Z,Anonymous,Qualified,41,Female,Rarely,other,1–2 times,More energetic,Leader,Agree,Yes,Often,Often,Disagree,Sometimes,"Makes you want to dance, easy to feel the beat and the bass.","Listened to hard rock and punk as a teenager, discovered through electronic dance music in early 20s",Often,Yes,Sometimes,Facebook,Agree,,
2026-08-14T20:11:01Z,Anonymous,Qualified,23,Prefer not to say,Rarely,TikTok,3–5 times,No change,Celebrity,Neutral,Yes,Sometimes,Sometimes,Disagree,Often,"Groovemusic is popular because its syncopated, danceable rhythms and tight instrumental interplay create a physical, communal pull that feels good on a primal level",I don't have personal experiences to draw from,Sometimes,Yes,Sometimes,Instagram,Neutral,,
2026-08-14T13:30:35Z,Anonymous,Qualified,23,Female,Rarely,Instagram Reels,1–2 times,No change,Never,Neutral,Yes,Often,Sometimes,Agree,Rarely,ERİŞİLEBİLİR OLMASI,GÜZEL,Often,Yes,Sometimes,Instagram,Neutral,,
2026-08-14T09:43:21Z,Anonymous,Qualified,16,Prefer not to say,Rarely,other,5–10 times,No change,Leader,Agree,Yes,Often,Often,Agree,Sometimes,I don't know,.,Often,Yes,Rarely,Other,Neutral,,
2026-08-09T21:53:13Z,Anonymous,Qualified,21,Male,Weekly,YouTube Shorts,3–5 times,More motivated,Leader,Strongly agree,Yes,Sometimes,Sometimes,Neutral,Sometimes,"The beat is quite strong, so it makes quite an impression. Plus, it's also quite easy to dance along with it (e.g., especially with popping).","I really like it when you can dance along with it. The beat is strong and consistent. I don't like it when it's too much (e.g., too loud, too many sound effects).",Sometimes,Yes,Sometimes,YouTube,Neutral,,
2026-08-08T19:56:53Z,Anonymous,Qualified,15,Female,Rarely,TikTok,1–2 times,No change,Celebrity,Neutral,Yes,Often,Sometimes,Neutral,Never,Cus of its energy and edits,Energetic music,Often,Yes,Sometimes,TikTok,Neutral,,
2026-08-08T18:16:31Z,Anonymous,Qualified,36,Female,Daily,TikTok,1–2 times,More energetic,Never,Agree,Yes,Often,Often,Strongly agree,Sometimes,they feel infectious and makes you want to dance,"It makes me feel happy, alive and free",Always,Yes,Often,TikTok,Agree,,
2026-08-08T12:14:57Z,Anonymous,Qualified,26,Female,Rarely,TikTok,1–2 times,More energetic,Never,Disagree,Yes,Often,Often,Agree,Rarely,repetitive and good BGM for focus / work at lower volumes & good energisers when played upbeat & loud,i prefer more upbeat funk @ parties & club events ; slower / chill versions while studying,Always,Yes,Often,YouTube,Agree,,
2026-08-06T20:17:21Z,Anonymous,Qualified,24,Female,Weekly,Friends,3–5 times,More energetic,Celebrity,Agree,Yes,Often,Often,Strongly agree,Sometimes,The feeling,Amazing,Sometimes,Yes,Sometimes,YouTube,Disagree,,
2026-08-06T09:17:42Z,Anonymous,Qualified,24,Female,Rarely,TikTok,3–5 times,More energetic,Future,Neutral,Yes,Rarely,Sometimes,Disagree,Sometimes,because is a good music,i just listen it sometimes in a week,Always,Yes,Sometimes,YouTube,Agree,,
2026-08-06T08:51:02Z,Anonymous,Qualified,15,Male,Rarely,other,1–2 times,More motivated,Successful entrepreneur,Agree,Yes,Sometimes,Often,Disagree,Often,"I think the rythm's appeal to people. Often, the lyrics are catchy too.","I enjoy groove/funk music, but I usually listen to it when relaxing instead of when working, as I find it distracting. I would love to listen to it more in the future. Thank you. Great Survey.",Often,Yes,Often,Other,Agree,,
2026-08-06T05:42:15Z,Anonymous,Qualified,50,Female,Weekly,Instagram Reels,3–5 times,More energetic,Successful entrepreneur,Neutral,Yes,Often,Sometimes,Agree,Rarely,It relaxes and gives a ‘ I don’t care ‘ feeling.,"Background music and usually start of the day,",Sometimes,Yes,Often,YouTube,Agree,,
2026-08-06T01:20:49Z,Anonymous,Qualified,23,Male,Daily,Friends,5–10 times,More motivated,Athlete,Neutral,Yes,Sometimes,Often,Neutral,Rarely,"because its heavy emphasis on physical rhythm, infectious basslines, and syncopated beats naturally compel people to dance and feel energized","Groove and funk music acts as an immediate physical force, prioritizing a deep, locked-in rhythm and the heavy downbeat of ""The One"" over traditional melodies. It turns every instrument into a percussive tool designed to make the human body move.",Always,Yes,Sometimes,Instagram,Agree,,
2026-08-05T18:31:06Z,Anonymous,Qualified,23,Male,Daily,Friends,1–2 times,More motivated,Successful entrepreneur,Agree,Yes,Often,Sometimes,Agree,Rarely,"Very entertaining, very motivating","I listen to it daily, preferably in the morning",Often,No,Rarely,Other,Neutral,,
2026-08-05T13:40:42Z,Anonymous,Qualified,16,Female,Rarely,TikTok,3–5 times,No change,Never,Agree,Yes,Often,Sometimes,Neutral,Never,I think because in the song it leads up to a climax which the listener anticipates,I just hear it sometimes in the background of tiktok edits and short reels,Sometimes,No,Sometimes,TikTok,Agree,,
2026-08-05T12:23:33Z,Anonymous,Qualified,21,Male,Weekly,TikTok,3–5 times,More motivated,Athlete,Agree,Yes,Sometimes,Rarely,Neutral,Sometimes,Because it has a good beat and people like to listen to thaty,Its good for sports but not for productive work,Sometimes,Yes,Sometimes,TikTok,Neutral,,
2026-08-05T07:17:12Z,Anonymous,Qualified,18,Female,Rarely,YouTube Shorts,1–2 times,No change,Successful entrepreneur,Neutral,Maybe,Sometimes,Sometimes,Neutral,Sometimes,it has a vibe of energy to it,they are flashy,Always,Yes,Rarely,YouTube,Neutral,,
2026-08-04T21:30:25Z,Anonymous,Qualified,25,Prefer not to say,Daily,Instagram Reels,1–2 times,More energetic,Future,Agree,Yes,Often,Sometimes,Agree,Rarely,It is widely use in reels and edits.,"I like Groove Music because it has a variety of sounds and music styles. It offers different genres, so I can always find something that matches my mood.",Sometimes,Yes,Sometimes,TikTok,Neutral,,
2026-08-04T02:36:01Z,Anonymous,Qualified,29,Female,Weekly,other,1–2 times,More energetic,Leader,Neutral,Yes,Often,Often,Neutral,Sometimes,They touch the right brain bits that make them pleasant to hear and experience,Grew up listening to the songs. I get kicks of nostalgia when they are heard in the wild. Genuinely enjoyable music and want to dance with others to the music often.,Sometimes,No,Never,Instagram,Agree,,
2026-08-13T11:04:37Z,Anonymous,Qualified,13,Female,Rarely,YouTube Shorts,1–2 times,No change,Celebrity,Neutral,Yes,Sometimes,Often,Disagree,Sometimes,"It is very lively and animated, so can be uplifting to some.","I quite enjoy it when I scroll through youtube shorts. However, I don't really listen to it regularly.",Never,Yes,Rarely,YouTube,Agree,,
2026-08-09T16:14:05Z,Anonymous,Qualified,42,Female,Rarely,other,3–5 times,More energetic,Never,Neutral,Yes,Rarely,Sometimes,Disagree,Sometimes,i don't know,"I like to listen and to be opned to differents styles of music, I like mostky rock music and groove is close to that",Sometimes,Yes,Sometimes,YouTube,Neutral,,
2026-08-08T19:59:29Z,Anonymous,Qualified,15,Female,Rarely,TikTok,1–2 times,No change,Celebrity,Neutral,Yes,Often,Sometimes,Neutral,Never,Edits,Used it for edits too,Often,Yes,Sometimes,TikTok,Agree,,
2026-08-08T12:04:26Z,Anonymous,Qualified,21,Male,Rarely,TikTok,1–2 times,Less motivated,Celebrity,Disagree,Yes,Sometimes,Often,Agree,Sometimes,Its calm in a busy world,helped me study,Sometimes,Yes,Sometimes,YouTube,Neutral,,
2026-08-08T09:41:11Z,Anonymous,Qualified,16,Female,Daily,TikTok,3–5 times,More energetic,Leader,Strongly agree,Yes,Sometimes,Sometimes,Agree,Sometimes,"Because of the strong beats, that makes you feel more confident","Mostly use it when studying, writing on the boards in extremely small letters. The music helps me think, that no one else would do this",Often,Yes,Sometimes,TikTok,Agree,,
2026-08-07T17:25:42Z,Anonymous,Qualified,16,Female,Daily,other,Many times,More energetic,Leader,Strongly agree,Maybe,Often,Sometimes,Disagree,Often,because of their tunes and tone styles.,i personally really like groove/funk music,Often,No,Often,YouTube,Strongly Agree,,
2026-08-07T14:29:45Z,Anonymous,Qualified,22,Male,Rarely,TikTok,1–2 times,More energetic,Successful entrepreneur,Agree,Yes,Often,Often,Strongly agree,Often,Funkey,makes make dance but also relaxed like not the tense,Always,Yes,Often,Instagram,Agree,,
2026-08-07T08:15:18Z,Anonymous,Qualified,19,Male,Rarely,other,Many times,More energetic,Leader,Neutral,Maybe,Often,Rarely,Neutral,Sometimes,I think it depends on age group. Generation z likes it the most and in that group is quite popular.,I like to play looped funk music when I play games which make me more focused. Also I great fan of Daft Punk.,Sometimes,Yes,Sometimes,YouTube,Agree,,
2026-08-06T18:41:26Z,Anonymous,Qualified,24,Female,Weekly,TikTok,1–2 times,More energetic,Successful entrepreneur,Agree,Yes,Sometimes,Sometimes,Agree,Never,"Catchy, tiktok makes it memorable and stay in your head","I like it, as long it has a good vibe, i'll listen to anything",Never,Yes,Sometimes,TikTok,Agree,,
2026-08-06T12:10:48Z,Anonymous,Qualified,22,Female,Rarely,other,1–2 times,More motivated,Athlete,Agree,Yes,Often,Often,Agree,Sometimes,gives positive energy,listen to it when doing passive work,Often,Yes,Sometimes,TikTok,Agree,,
